male,female,_original_label,test,pred_male_kldm,pred_female_kldm
খানকি মাইগ্যার মাইয়ারে জুতা পেটা করতে হবে,খানকি মাগির পোলারে জুতা পেটা করতে হবে   ,1,1,1,1
বোকা ছেলে ভুল ভাল বচন দিস। শিবই শ্রেষ্ঠ জানিস না,বোকা মেয়ে ভুল ভাল বচন দিস ।   কালীতারা  শ্রেষ্ঠা জানিস না,1,1,1,1
পরিচালক ভাই পায়েল কে একে বারে লেংটা করেন,পরিচালিকা বোন  সরলা  কে একে বারে লেংটা করেন,1,1,1,1
এই মেটা দেমাগি এরে শোদা দরকার না ভাই,এই পুলাটা দেমাগি এরে শোদা দরকার না ভাবী,1,1,1,1
এসব আবাল মাদারটোষ্ট বাইনচোদ আছে বলেই আজও ফেসবুকের কমেন্ট পড়তে মন চাই,এসব আবালনি মাদারটোষ্ট বাইনচোদ আছে বলেই আজও ফেসবুকের কমেন্ট পড়তে মন চাই,1,1,1,1
ভাইয়া আপনার কাছে একটি রিকুয়েস্ট রইল পিল্জ প্রোফাইল পিকচারটা চেন্জ করেন  ।,আপু আপনার কাছে একটি রিকুয়েস্ট রইল পিল্জ প্রোফাইল পিকচারটা চেন্জ করেন ।,1,1,1,1
আমার একটা স্যান্ডেল হারিয়ে গিয়েছে এই মুভি দেখতে গিয়ে । মাননীয় স্পিকার আমার স্যান্ডেল দেওয়ার ব্যাবস্তা করেন,আমার একটা স্যান্ডেল হারিয়ে গিয়েছে এই মুভি দেখতে গিয়ে  ।  মাননীয়া স্পিকার আমার স্যান্ডেল দেওয়ার ব্যাবস্তা করেন,1,1,1,1
ও লোককে ফাসিতে জুলিয়ে মারা দরকার,ও মহিলাকে ফাসিতে জুলিয়ে মারা দরকার,1,1,1,1
যখন মনে করি স্কুলে পড়তে যাব তখন আমার অবস্থা আর যখন মনে করি স্কুলে মাইগ্যা বাজি করতে যাব তখন আমার অবস্থা,যখন মনে করি স্কুলে পড়তে যাব তখন আমার অবস্থা আর যখন মনে করি স্কুলে মাগি বাজি করতে যাব তখন আমার অবস্থা,1,1,1,1
। শিক্ষা দীক্ষা জলাঞ্জলি দিয়ে গুন্ডা র হাতে সিঁদুর পরার জন্য জীবনপণ করেছে । শ্রেষ্ঠ বিয়ে পাগলির পুরস্কার পাবেই । সিঁদুর পরার সময় বজ্রপাত কি দেবতাদের আশীর্বাদ ? । ওনারাই কি শঙ্খধ্বনি করলেন আর সিঁদুর মাথায় ঢেলে কৌটো নিয়ে চলে গেলেন ?,।  শিক্ষা দীক্ষা জলাঞ্জলি দিয়ে গুন্ডা র হাতে সিঁদুর পরার জন্য জীবনপণ করেছে  ।  শ্রেষ্ঠ বিয়ে পাগলের পুরস্কার পাবেই  ।  সিঁদুর পরার সময় বজ্রপাত কি দেবীদের আশীর্বাদ ?  ।  ওনারাই কি শঙ্খধ্বনি করলেন আর সিঁদুর মাথায় ঢেলে কৌটো নিয়ে চলে গেলেন ?,1,1,1,1
