male,female,_original_label,test,male_prediction,female_prediction
হলিউড বলিউড ঢালিউড এবং সারা মহাবিশ্বের গ্রহ নক্ষত্র রাজির সবচাইতে সুন্দর প্রাণী হচ্ছে পরীমণি । কেউ হাহা দিবেন না প্লিজ ভাই পরিবেশ টা সুন্দর ।,হলিউড বলিউড ঢালিউড এবং সারা মহাবিশ্বের গ্রহ নক্ষত্র রাজির সবচাইতে সুন্দর প্রাণী হচ্ছে পরীমণি  ।  কেউ হাহা দিবেন না প্লিজ ভাবী পরিবেশ টা সুন্দর  ।,1,1,0,0
ভাই খিদির বিদির কিছু বলো ।,আফা খিদির বিদির কিছু বলো  ।,1,1,0,0
ভাই খিদির বিদির কিছু বলো ।,বোন খিদির বিদির কিছু বলো  ।,1,1,0,0
ভাই খিদির বিদির কিছু বলো ।,ভাবী খিদির বিদির কিছু বলো  ।,1,1,0,0
সাংবাদিক সাহেব আপনি আবার হুইল চেয়ারে বসিইয়া দেন ।,সাংবাদিক মেম আপনি আবার হুইল চেয়ারে বসিইয়া দেন  ।,1,1,0,0
ওই শালার পুতেরা মোনাজাত ধর,ওই শালীর মেয়ারা মোনাজাত ধর,1,1,0,0
ভাইরে ভাই বলো আমি পাগলা কুত্তার সামনে যাই না ।,আফারে আফা বলো আমি পাগলা কুত্তার সামনে যাই না  ।,1,1,0,0
ভাইরে ভাই বলো আমি পাগলা কুত্তার সামনে যাই না ।,ভাবীরে ভাবী বলো আমি পাগলা কুত্তার সামনে যাই না  ।,1,1,0,0
বর তো বর না যেনো কাকলী ফার্নিচার  ।,বউ তো বউ না যেনো কাকলী ফার্নিচার ।,1,1,0,0
হাজী বংশের ছেলে বলে কিছু লিখতে পারলাম না নইলো হারামজাদি বলে একটা বকা দিতাম,হাজী বংশের মেয়ে বলে কিছু লিখতে পারলাম না নইলো হারামজাদা বলে একটা বকা দিতাম,1,1,0,0
আপনি এই শেয়ার দেওয়া বাদ দিবেন কবে ? আমি আজ পর্যন্ত এমন সেলিব্রেটি দেখি নাই যে এত এত শেয়ার দেয় অন্যের পোস্ট ! আর শালা গুলোও সেইইই তেলবাজি করে ! শেয়ার পাওয়ার ধান্ধায়৷ ।,আপনি এই শেয়ার দেওয়া বাদ দিবেন কবে ? আমি আজ পর্যন্ত এমন সেলিব্রেটি দেখি নাই যে এত এত শেয়ার দেয় অন্যের পোস্ট ! আর শালী গুলোও সেইইই তেলবাজি করে ! শেয়ার পাওয়ার ধান্ধায়৷  ।,1,1,0,0
লোকজন একটা জগৎ নিয়েই পাগল হয়ে যাচ্ছে ওর আবার আরেকটা চাই ! ন্যাকামো,লোকজন একটা জগৎ নিয়েই পাগলিনী হয়ে যাচ্ছে ওর আবার আরেকটা চাই ! ন্যাকামো,1,1,0,0
লোকজন একটা জগৎ নিয়েই পাগল হয়ে যাচ্ছে ওর আবার আরেকটা চাই ! ন্যাকামো,লোকজন একটা জগৎ নিয়েই পাগলী হয়ে যাচ্ছে ওর আবার আরেকটা চাই ! ন্যাকামো,1,1,0,0
আসলে একদিন একটা লোক আনারস খাওয়ার পর চিন্তা করলো একটু দুধ পান করি তবে বেটা দুধ পান করার সময় এই ধরনের একটা পোস্ট দেখে ফেললো দেখে বেটা হার্ট অ্যাটাক করে মারা গেল তখন থেকে সমাজে কুসংস্কার লটে যায় যে আনারসের সাথে দুধ খেলে মানুষ মারা যায় । লেজেন্টরা কথার মানে বুঝবে কিন্তু হনুপমা টিম আর আমার জলু বুঝবে না কারণ জলু একটা ঢেঁড়স,আসলে একদিন একটা স্ত্রীলোক আনারস খাওয়ার পর চিন্তা করলো একটু দুধ পান করি তবে বেটি দুধ পান করার সময় এই ধরনের একটা পোস্ট দেখে ফেললো দেখে বেটি হার্ট অ্যাটাক করে মারা গেল তখন থেকে সমাজে কুসংস্কার লটে যায় যে আনারসের সাথে দুধ খেলে মানুষ মারা যায়  ।  লেজেন্টরা কথার মানে বুঝবে কিন্তু হনুপমা টিম আর আমার জলু বুঝবে না কারণ জলু একটা ঢেঁড়স,1,1,0,0
